% time(s)	cellId	bwpId	IMSI	RNTI	frame	sframe	slot	symStart	numSym	harqId	ndi	rv	mcs	tbSize
1.303	3	0	8	3	130	5	0	5	4	14	1	0	14	11214
1.303	3	0	9	2	130	5	0	9	4	15	1	0	28	32237
1.304	1	0	3	3	130	6	0	1	4	14	1	0	18	15770
1.304	1	0	4	2	130	6	0	5	4	11	1	0	20	19272
1.304	1	0	5	1	130	6	0	9	4	11	1	0	28	32237
1.304	3	0	7	4	130	6	0	1	4	12	1	0	20	19272
1.304	3	0	8	3	130	6	0	5	4	15	1	0	20	19272
1.304	3	0	9	2	130	6	0	9	4	14	1	0	20	19272
1.305	3	0	7	4	130	7	0	1	4	13	1	0	20	19272
1.305	3	0	8	3	130	7	0	5	4	12	1	0	8	5141
1.305	3	0	9	2	130	7	0	9	4	13	1	0	8	5141
1.306	3	0	8	3	130	8	0	1	6	13	1	0	8	7709
1.306	3	0	9	2	130	8	0	7	6	12	1	0	8	7709
1.307	3	0	8	3	130	9	0	1	6	11	1	0	14	16822
1.307	3	0	9	2	130	9	0	7	6	11	1	0	8	7709
1.312	1	0	3	3	131	4	0	1	3	15	1	0	12	6483
1.312	1	0	4	2	131	4	0	4	4	15	1	0	14	11214
1.312	1	0	5	1	131	4	0	8	4	15	1	0	28	32237
1.312	3	0	8	3	131	4	0	1	6	12	1	0	4	3329
1.312	3	0	9	2	131	4	0	7	6	13	1	0	6	5258
1.316	3	0	8	3	131	8	0	1	6	13	1	0	0	1404
1.316	3	0	9	2	131	8	0	7	6	12	1	0	2	1928
1.317	3	0	8	3	131	9	0	1	6	12	1	0	20	28910
1.317	3	0	9	2	131	9	0	7	6	13	1	0	20	28910
1.321	1	0	3	3	132	3	0	1	4	13	1	0	2	1286
1.321	1	0	4	2	132	3	0	5	4	15	1	0	4	2221
1.321	1	0	5	1	132	3	0	9	4	14	1	0	2	1286
1.321	3	0	8	3	132	3	0	1	6	13	1	0	0	1404
1.321	3	0	9	2	132	3	0	7	6	12	1	0	2	1928
1.323	1	0	3	3	132	5	0	1	4	15	1	0	14	11214
1.323	1	0	4	2	132	5	0	5	4	14	1	0	18	15770
1.323	1	0	5	1	132	5	0	9	4	13	1	0	22	22778
1.323	3	0	8	3	132	5	0	1	6	14	1	0	6	5258
1.323	3	0	9	2	132	5	0	7	6	11	1	0	6	5258
1.324	1	0	3	3	132	6	0	1	4	12	1	0	2	1286
1.324	1	0	4	2	132	6	0	5	4	13	1	0	18	15770
1.324	1	0	5	1	132	6	0	9	4	12	1	0	22	22778
1.324	3	0	8	3	132	6	0	1	6	11	1	0	0	1404
1.324	3	0	9	2	132	6	0	7	6	15	1	0	6	5258
1.325	1	0	3	3	132	7	0	1	4	14	1	0	2	1286
1.325	1	0	4	2	132	7	0	5	4	12	1	0	8	5141
1.325	1	0	5	1	132	7	0	9	4	11	1	0	6	3505
1.325	3	0	8	3	132	7	0	1	6	15	1	0	0	1404
1.325	3	0	9	2	132	7	0	7	6	14	1	0	6	5258
1.326	1	0	3	3	132	8	0	1	4	13	1	0	2	1286
1.326	1	0	4	2	132	8	0	5	4	15	1	0	8	5141
1.326	1	0	5	1	132	8	0	9	4	14	1	0	2	1286
1.326	3	0	8	3	132	8	0	1	6	13	1	0	0	1404
1.326	3	0	9	2	132	8	0	7	6	12	1	0	2	1928
1.327	1	0	3	3	132	9	0	1	4	11	1	0	2	1286
1.327	1	0	4	2	132	9	0	5	4	11	1	0	16	14017
1.327	1	0	5	1	132	9	0	9	4	15	1	0	2	1286
1.327	3	0	8	3	132	9	0	1	6	12	1	0	10	10514
1.327	3	0	9	2	132	9	0	7	6	13	1	0	14	16822
1.328	3	0	8	3	133	0	0	1	5	14	1	0	20	24091
1.328	3	0	9	2	133	0	0	6	6	11	1	0	20	28910
1.329	3	0	8	3	133	1	0	1	6	11	1	0	10	10514
1.329	3	0	9	2	133	1	0	7	6	15	1	0	14	16822
1.33	3	0	8	3	133	2	0	1	6	15	1	0	10	10514
1.33	3	0	9	2	133	2	0	7	6	14	1	0	14	16822
1.331	3	0	8	3	133	3	0	1	5	13	1	0	10	8761
1.331	3	0	9	2	133	3	0	6	6	12	1	0	14	16822
1.332	1	0	3	3	133	4	0	1	4	14	1	0	2	1286
1.332	1	0	4	2	133	4	0	5	4	15	1	0	16	14017
1.332	1	0	5	1	133	4	0	9	4	15	1	0	2	1286
1.332	3	0	8	3	133	4	0	1	6	12	1	0	10	10514
1.332	3	0	9	2	133	4	0	7	6	13	1	0	14	16822
1.333	1	0	3	3	133	5	0	1	4	15	1	0	2	1286
1.333	1	0	4	2	133	5	0	5	4	14	1	0	18	15770
1.333	1	0	5	1	133	5	0	9	4	14	1	0	2	1286
1.334	1	0	3	3	133	6	0	1	4	13	1	0	28	32237
1.334	1	0	4	2	133	6	0	5	4	13	1	0	28	32237
1.334	1	0	5	1	133	6	0	9	4	13	1	0	2	1286
1.334	3	0	8	3	133	6	0	1	6	11	1	0	4	3329
1.334	3	0	9	2	133	6	0	7	6	15	1	0	6	5258
1.335	1	0	3	3	133	7	0	1	4	12	1	0	28	32237
1.335	1	0	4	2	133	7	0	5	4	12	1	0	28	32237
1.335	1	0	5	1	133	7	0	9	4	12	1	0	26	29787
1.335	3	0	8	3	133	7	0	1	6	15	1	0	20	28910
1.335	3	0	9	2	133	7	0	7	6	14	1	0	20	28910
1.336	1	0	3	3	133	8	0	1	4	11	1	0	28	32237
1.336	1	0	4	2	133	8	0	5	4	11	1	0	28	32237
1.336	1	0	5	1	133	8	0	9	4	11	1	0	26	29787
1.336	3	0	8	3	133	8	0	1	6	13	1	0	20	28910
1.336	3	0	9	2	133	8	0	7	6	12	1	0	20	28910
1.337	1	0	3	3	133	9	0	1	4	14	1	0	28	32237
1.337	1	0	4	2	133	9	0	5	4	15	1	0	28	32237
1.337	1	0	5	1	133	9	0	9	4	15	1	0	26	29787
1.337	3	0	8	3	133	9	0	1	6	12	1	0	14	16822
1.337	3	0	9	2	133	9	0	7	6	13	1	0	14	16822
1.338	3	0	8	3	134	0	0	1	6	14	1	0	10	10514
1.338	3	0	9	2	134	0	0	7	6	11	1	0	14	16822
1.339	3	0	8	3	134	1	0	1	6	11	1	0	10	10514
1.339	3	0	9	2	134	1	0	7	6	15	1	0	12	12967
1.343	3	0	8	3	134	5	0	1	6	14	1	0	10	10514
1.343	3	0	9	2	134	5	0	7	6	13	1	0	16	21025
1.349	1	0	3	3	135	1	0	1	4	15	1	0	12	8644
1.349	1	0	4	2	135	1	0	5	4	14	1	0	14	11214
1.349	1	0	5	1	135	1	0	9	4	14	1	0	2	1286
1.351	1	0	3	3	135	3	0	1	4	13	1	0	4	2221
1.351	1	0	4	2	135	3	0	5	4	13	1	0	6	3505
1.351	1	0	5	1	135	3	0	9	4	15	1	0	2	1286
1.353	1	0	3	3	135	5	0	1	4	14	1	0	4	2221
1.353	1	0	4	2	135	5	0	5	4	15	1	0	6	3505
1.353	1	0	5	1	135	5	0	9	4	13	1	0	4	2221
1.354	3	0	8	3	135	6	0	1	6	12	1	0	0	1404
1.354	3	0	9	2	135	6	0	7	6	15	1	0	4	3329
1.355	1	0	3	3	135	7	0	1	4	15	1	0	8	5141
1.355	1	0	4	2	135	7	0	5	4	12	1	0	8	5141
1.355	1	0	5	1	135	7	0	9	4	14	1	0	8	5141
1.355	3	0	8	3	135	7	0	1	6	15	1	0	14	16822
1.355	3	0	9	2	135	7	0	7	6	14	1	0	4	3329
1.356	1	0	3	3	135	8	0	1	4	13	1	0	4	2221
1.356	1	0	4	2	135	8	0	5	4	13	1	0	8	5141
1.356	1	0	5	1	135	8	0	9	4	15	1	0	8	5141
1.356	3	0	8	3	135	8	0	1	6	13	1	0	4	3329
1.356	3	0	9	2	135	8	0	7	6	11	1	0	4	3329
1.357	1	0	3	3	135	9	0	1	4	12	1	0	8	5141
1.357	1	0	4	2	135	9	0	5	4	11	1	0	8	5141
1.357	1	0	5	1	135	9	0	9	4	12	1	0	8	5141
1.357	3	0	8	3	135	9	0	1	6	14	1	0	14	16822
1.357	3	0	9	2	135	9	0	7	6	12	1	0	4	3329
1.358	1	0	3	3	136	0	0	1	4	14	1	0	8	5141
1.358	1	0	4	2	136	0	0	5	4	15	1	0	8	5141
1.358	1	0	5	1	136	0	0	9	4	13	1	0	8	5141
1.358	3	0	8	3	136	0	0	1	6	11	1	0	20	28910
1.358	3	0	9	2	136	0	0	7	6	13	1	0	20	28910
1.359	1	0	3	3	136	1	0	1	4	11	1	0	8	5141
1.359	1	0	4	2	136	1	0	5	4	14	1	0	8	5141
1.359	1	0	5	1	136	1	0	9	4	11	1	0	8	5141
1.359	3	0	8	3	136	1	0	1	5	12	1	0	20	24091
1.359	3	0	9	2	136	1	0	6	6	15	1	0	16	21025
1.361	3	0	8	3	136	3	0	1	6	13	1	0	10	10514
1.361	3	0	9	2	136	3	0	7	6	14	1	0	14	16822
1.366	1	0	3	3	136	8	0	1	4	13	1	0	4	2221
1.366	1	0	4	2	136	8	0	5	4	15	1	0	18	15770
1.366	1	0	5	1	136	8	0	9	4	15	1	0	6	3505
1.368	1	0	3	3	137	0	0	1	4	14	1	0	4	2221
1.368	1	0	4	2	137	0	0	5	4	14	1	0	18	15770
1.368	1	0	5	1	137	0	0	9	4	14	1	0	6	3505
1.369	1	0	3	3	137	1	0	1	4	11	1	0	4	2221
1.369	1	0	4	2	137	1	0	5	4	13	1	0	18	15770
1.369	1	0	5	1	137	1	0	9	4	13	1	0	4	2221
1.369	3	0	8	3	137	1	0	1	6	12	1	0	4	3329
1.369	3	0	9	2	137	1	0	7	6	15	1	0	4	3329
1.37	1	0	3	3	137	2	0	1	4	15	1	0	8	5141
1.37	1	0	4	2	137	2	0	5	4	12	1	0	18	15770
1.37	1	0	5	1	137	2	0	9	4	12	1	0	4	2221
1.37	3	0	8	3	137	2	0	1	6	15	1	0	14	16822
1.37	3	0	9	2	137	2	0	7	6	12	1	0	14	16822
1.371	3	0	8	3	137	3	0	1	6	13	1	0	4	3329
1.371	3	0	9	2	137	3	0	7	6	14	1	0	14	16822
1.372	3	0	8	3	137	4	0	1	6	14	1	0	10	10514
1.372	3	0	9	2	137	4	0	7	6	11	1	0	12	12967
1.373	1	0	3	3	137	5	0	1	4	14	1	0	4	2221
1.373	1	0	4	2	137	5	0	5	4	14	1	0	4	2221
1.373	1	0	5	1	137	5	0	9	4	14	1	0	4	2221
1.373	3	0	8	3	137	5	0	1	6	11	1	0	4	3329
1.373	3	0	9	2	137	5	0	7	6	13	1	0	12	12967
1.374	3	0	8	3	137	6	0	1	6	12	1	0	4	3329
1.374	3	0	9	2	137	6	0	7	6	15	1	0	16	21025
1.377	1	0	3	3	137	9	0	1	3	13	1	0	12	6483
1.377	1	0	4	2	137	9	0	4	4	13	1	0	14	11214
1.377	1	0	5	1	137	9	0	8	4	15	1	0	2	1286
1.377	3	0	8	3	137	9	0	1	6	14	1	0	4	3329
1.377	3	0	9	2	137	9	0	7	6	12	1	0	6	5258
1.378	3	0	8	3	138	0	0	1	6	13	1	0	20	28910
1.378	3	0	9	2	138	0	0	7	6	13	1	0	20	28910
1.379	1	0	3	3	138	1	0	1	4	14	1	0	4	2221
1.379	1	0	4	2	138	1	0	5	4	14	1	0	18	15770
1.379	1	0	5	1	138	1	0	9	4	13	1	0	2	1286
1.38	3	0	8	3	138	2	0	1	6	15	1	0	20	28910
1.38	3	0	9	2	138	2	0	7	6	11	1	0	20	28910
1.381	1	0	3	3	138	3	0	1	4	12	1	0	6	3505
1.381	1	0	4	2	138	3	0	5	4	15	1	0	18	15770
1.381	1	0	5	1	138	3	0	9	4	12	1	0	6	3505
1.381	3	0	8	3	138	3	0	1	6	12	1	0	28	48356
1.381	3	0	9	2	138	3	0	7	6	14	1	0	20	28910
1.382	3	0	8	3	138	4	0	1	6	14	1	0	28	48356
1.382	3	0	9	2	138	4	0	7	6	12	1	0	6	5258
1.383	1	0	3	3	138	5	0	1	4	11	1	0	4	2221
1.383	1	0	4	2	138	5	0	5	4	13	1	0	18	15770
1.383	1	0	5	1	138	5	0	9	4	15	1	0	2	1286
1.383	3	0	8	3	138	5	0	1	6	13	1	0	10	10514
1.383	3	0	9	2	138	5	0	7	6	13	1	0	28	48356
1.384	3	0	8	3	138	6	0	1	6	11	1	0	20	28910
1.384	3	0	9	2	138	6	0	7	6	15	1	0	20	28910
1.385	1	0	3	3	138	7	0	1	4	15	1	0	8	5141
1.385	1	0	4	2	138	7	0	5	4	12	1	0	8	5141
1.385	1	0	5	1	138	7	0	9	4	14	1	0	8	5141
1.385	3	0	8	3	138	7	0	1	6	15	1	0	20	28910
1.385	3	0	9	2	138	7	0	7	6	11	1	0	16	21025
1.387	1	0	3	3	138	9	0	1	4	14	1	0	2	1286
1.387	1	0	4	2	138	9	0	5	4	15	1	0	18	15770
1.387	1	0	5	1	138	9	0	9	4	13	1	0	2	1286
1.389	1	0	3	3	139	1	0	1	4	13	1	0	2	1286
1.389	1	0	4	2	139	1	0	5	4	14	1	0	18	15770
1.389	1	0	5	1	139	1	0	9	4	15	1	0	2	1286
1.389	3	0	8	3	139	1	0	1	6	13	1	0	12	12967
1.389	3	0	9	2	139	1	0	7	6	15	1	0	14	16822
1.391	1	0	3	3	139	3	0	1	4	12	1	0	2	1286
1.391	1	0	4	2	139	3	0	5	4	13	1	0	18	15770
1.391	1	0	5	1	139	3	0	9	4	12	1	0	2	1286
1.392	3	0	8	3	139	4	0	1	6	14	1	0	4	3329
1.392	3	0	9	2	139	4	0	7	6	14	1	0	6	5258
1.393	1	0	3	3	139	5	0	1	4	14	1	0	8	5141
1.393	1	0	4	2	139	5	0	5	4	12	1	0	8	5141
1.393	1	0	5	1	139	5	0	9	4	13	1	0	8	5141
1.394	1	0	3	3	139	6	0	1	4	13	1	0	4	2221
1.394	1	0	4	2	139	6	0	5	4	14	1	0	8	5141
1.394	1	0	5	1	139	6	0	9	4	15	1	0	8	5141
1.394	3	0	8	3	139	6	0	1	6	13	1	0	14	16822
1.394	3	0	9	2	139	6	0	7	6	15	1	0	6	5258
1.395	1	0	3	3	139	7	0	1	5	15	1	0	4	2775
1.395	1	0	4	2	139	7	0	6	2	11	1	0	18	7885
1.395	1	0	5	1	139	7	0	8	5	14	1	0	2	1606
1.397	1	0	3	3	139	9	0	1	6	12	1	0	8	7709
1.397	1	0	5	1	139	9	0	7	6	12	1	0	8	7709
1.397	3	0	8	3	139	9	0	1	6	15	1	0	14	16822
1.397	3	0	9	2	139	9	0	7	6	14	1	0	4	3329
1.398	1	0	3	3	140	0	0	1	12	14	1	0	8	15418
1.398	3	0	8	3	140	0	0	1	6	14	1	0	14	16822
1.398	3	0	9	2	140	0	0	7	6	13	1	0	28	48356
1.4	1	0	3	3	140	2	0	1	12	15	1	0	4	6659
1.4	3	0	8	3	140	2	0	1	6	11	1	0	12	12967
1.4	3	0	9	2	140	2	0	7	6	15	1	0	14	16822
1.401	1	0	3	3	140	3	0	1	12	13	1	0	8	15418
1.401	3	0	8	3	140	3	0	1	6	12	1	0	12	12967
1.401	3	0	9	2	140	3	0	7	6	12	1	0	14	16822
1.403	1	0	3	3	140	5	0	1	12	14	1	0	4	6659
1.404	1	0	3	3	140	6	0	1	12	11	1	0	12	25932
1.404	3	0	8	3	140	6	0	1	6	13	1	0	0	1404
1.404	3	0	9	2	140	6	0	7	6	11	1	0	2	1928
1.405	1	0	3	3	140	7	0	1	12	15	1	0	12	25932
1.406	1	0	3	3	140	8	0	1	12	13	1	0	12	25932
1.409	1	0	3	3	141	1	0	1	12	11	1	0	2	3854
1.411	1	0	3	3	141	3	0	1	11	10	1	0	2	3535
1.413	1	0	3	3	141	5	0	1	12	14	1	0	8	15418
1.414	1	0	3	3	141	6	0	1	12	12	1	0	28	96713
1.416	1	0	3	3	141	8	0	1	5	11	1	0	2	1606
1.42	3	0	8	3	142	2	0	1	6	15	1	0	0	1404
1.42	3	0	9	2	142	2	0	7	6	15	1	0	2	1928
1.421	3	0	8	3	142	3	0	1	5	14	1	0	0	1169
1.421	3	0	9	2	142	3	0	6	6	14	1	0	2	1928
1.422	3	0	8	3	142	4	0	1	6	12	1	0	28	48356
1.422	3	0	9	2	142	4	0	7	6	13	1	0	2	1928
1.423	3	0	8	3	142	5	0	1	2	11	1	0	28	16118
1.423	3	0	9	2	142	5	0	3	10	12	1	0	2	3212
1.424	3	0	9	2	142	6	0	1	12	11	1	0	28	96713
